,freq,fake,reliable,idf_weight,fakeness_score
look,"(633, 981)","(4.400459407962192, 984.5931529956548)","(4.384566326530612, 913.25681675792)",2.0649865207102516,-0.0390361646165136
put,"(675, 981)","(4.6644869724399225, 979.3279489689401)","(5.181760204081632, 1012.5238620576939)",2.000852197319605,0.016946690346201
three,"(609, 978)","(4.253777427696785, 990.9113978277124)","(3.8531037414965983, 734.576135218327)",2.1035703132584307,-0.17272911613844144
alreadi,"(643, 977)","(4.510470893161246, 988.8053162170265)","(3.720238095238095, 754.4295442782817)",2.049339197863392,-0.15409573724671355
control,"(502, 975)","(3.579040318475916, 1007.7600507131996)","(1.8601190476190474, 357.36136307918605)",2.2964042339189645,-0.7211329302073116
health,"(364, 971)","(2.508261862538449, 947.7367248086517)","(2.9230442176870746, 1409.5920432567896)",2.6170219027546464,0.23895189784738724
found,"(585, 954)","(4.004418061245595, 937.2063167552222)","(5.181760204081632, 1270.618179837106)",2.143702767933854,0.1760228520651903
case,"(580, 950)","(3.997083962232324, 942.471520781937)","(4.650297619047619, 1091.937498297513)",2.1522703323351777,0.0791289163350044
yet,"(630, 942)","(4.4077935069754615, 947.7367248086517)","(3.8531037414965983, 833.8431805181008)",2.0697288628260435,-0.06818836306842158
oil,"(210, 940)","(1.5254925947602263, 987.7522754116836)","(0.2657312925170068, 39.70681811990956)",3.1648612365619626,-0.9999999999145415
russia,"(370, 931)","(2.691614337870207, 973.0097041368824)","(0.39859693877551017, 138.97386341968348)",2.6007216233496857,-0.9950615876417404
man,"(481, 930)","(3.190333070772589, 900.3498885682191)","(6.111819727891156, 1489.0056794966085)",2.339041630004661,0.31573606144089705
keep,"(604, 928)","(4.246443328683514, 944.5776023926228)","(3.3216411564625847, 615.4556808585983)",2.1117994577879613,-0.26118587804253957
research,"(436, 918)","(3.028982892480642, 931.9411127285075)","(3.055909863945578, 655.1624989785078)",2.4370311895469685,-0.20814253718595166
food,"(321, 916)","(2.29557299115361, 951.9488880300235)","(1.0629251700680271, 238.24090871945737)",2.742331135079084,-0.9047626662660079
number,"(561, 916)","(3.887072477033269, 927.7289495071357)","(4.118835034013605, 694.8693170984174)",2.185513421408208,-0.16600577558686747
china,"(323, 914)","(2.339577585233232, 951.9488880300235)","(0.5314625850340136, 198.53409059954782)",2.7361410812687357,-0.9560181380473569
2018,"(442, 913)","(3.1096579816266154, 932.9941535338504)","(2.391581632653061, 536.0420446187791)",2.4233977132107936,-0.3542209495850689
littl,"(591, 913)","(4.180436437564082, 926.6759087017928)","(2.790178571428571, 655.1624989785078)",2.133517651878507,-0.20429518086387466
again,"(593, 912)","(4.12176364545792, 915.0924598430204)","(4.118835034013605, 853.6965895780556)",2.1301455360545414,-0.035943344684294165
better,"(600, 904)","(4.202438734603893, 906.6681334002768)","(3.5873724489795915, 853.6965895780556)",2.118431881371121,-0.03101485661906367
less,"(578, 903)","(4.0777590513782975, 917.1985414537062)","(2.9230442176870746, 635.309089918553)",2.155718017184493,-0.2182827302455218
famili,"(447, 902)","(2.9043032092550463, 817.1596649461263)","(6.776147959183673, 2501.5295415543023)",2.41217676962414,0.7741587664559721
big,"(569, 895)","(4.019086259272135, 914.0394190376774)","(2.790178571428571, 536.0420446187791)",2.1713814073787012,-0.33866325581946466
group,"(508, 886)","(3.4176901401839688, 857.1752155491583)","(5.580357142857142, 1429.4454523167442)",2.284548730507947,0.32194159183174675
data,"(377, 886)","(2.6769461398436665, 917.1985414537062)","(1.5943877551020407, 297.8011358993217)",2.5820344805193503,-0.7778688669986367
within,"(536, 884)","(3.7110541007147813, 888.7664397094467)","(3.9859693877551017, 794.1363623981913)",2.2310088945048236,-0.0595100960089574
best,"(582, 880)","(4.004418061245595, 870.8647460186166)","(4.783163265306122, 1052.2306801776035)",2.148834493188127,0.10375505948699049
former,"(497, 878)","(3.45436063525032, 895.0846845415043)","(3.454506802721088, 555.8954536787339)",2.306392331337,-0.29595793136105886
white,"(419, 877)","(2.940973704321398, 880.3421132667031)","(2.391581632653061, 813.989771458146)",2.476700413240901,-0.04073492545279522
earth,"(310, 871)","(2.163559208914744, 900.3498885682191)","(1.9929846938775508, 317.6545449592765)",2.777078787512646,-0.7245625247020535
washington,"(440, 866)","(2.9483078033346684, 846.6448074957289)","(5.048894557823129, 1230.9113617171965)",2.427921584305343,0.22311786244474607
home,"(435, 851)","(2.889635011228506, 824.530950583527)","(5.447491496598639, 1350.0318160769252)",2.4393216165675167,0.3083007106252078
shall,"(214, 848)","(1.518158495746956, 880.3421132667031)","(0.9300595238095237, 238.24090871945737)",3.146090155142553,-0.8734827923379602
church,"(252, 845)","(1.1881240401497917, 513.8839130073578)","(11.957908163265305, 7087.667034403857)",2.983408523865159,0.9999944360712067
jesu,"(179, 845)","(0.9314305746853305, 731.8633597133477)","(6.909013605442176, 2978.011358993217)",3.323680939234327,0.9111984000924542
children,"(342, 845)","(2.1708933079280146, 748.7120125988348)","(6.111819727891156, 2660.3568140339407)",2.6791712415518334,0.8555823569680907
appear,"(772, 841)","(5.610585745151794, 877.1829908506743)","(0.9300595238095237, 158.82727247963825)",1.8667847850898083,-0.9785176997797481
chang,"(497, 840)","(3.44702653623705, 842.432644274357)","(3.5873724489795915, 794.1363623981913)",2.306392331337,-0.030398684628627715
seen,"(562, 833)","(3.843067882953647, 825.5839913888699)","(5.048894557823129, 972.8170439377843)",2.1837359591556647,0.0889334512282891
cours,"(593, 827)","(4.180436437564082, 826.6370321942129)","(3.055909863945578, 833.8431805181008)",2.1301455360545414,0.004358686103165921
januari,"(438, 825)","(2.9556419023479386, 819.2657465568122)","(4.650297619047619, 933.1102258178747)",2.4324660138485656,0.06936799285466022
ever,"(582, 824)","(4.019086259272135, 825.5839913888699)","(4.517431972789115, 794.1363623981913)",2.148834493188127,-0.01979730534475188
water,"(290, 822)","(2.0315454266758786, 848.7508891064148)","(1.727253401360544, 317.6545449592765)",2.84352634066466,-0.683666092867834
onc,"(592, 821)","(4.085093150391567, 815.0535833354404)","(4.650297619047619, 933.1102258178747)",2.1318301725715565,0.07229627180365261
social,"(398, 813)","(2.691614337870207, 807.6822976980399)","(4.118835034013605, 913.25681675792)",2.527981179361549,0.06526356735574068
billion,"(308, 811)","(2.229566100034177, 849.8039299117577)","(0.5314625850340136, 79.41363623981913)",2.7835283422781667,-0.9998775608662518
until,"(560, 811)","(3.9237429720996206, 818.2127057514692)","(3.3216411564625847, 675.0159080384626)",2.187294048659311,-0.10567320084799237
price,"(292, 809)","(2.1342228128616627, 849.8039299117577)","(0.1328656462585034, 39.70681811990956)",2.8366793436993905,-0.9999999972421592
2016,"(464, 809)","(3.197667169785859, 816.1066241407834)","(3.720238095238095, 675.0159080384626)",2.374940755186186,-0.10413034458111481
compani,"(366, 803)","(2.625607446750774, 828.7431138048987)","(1.0629251700680271, 317.6545449592765)",2.6115589009134488,-0.6665296164594143
least,"(564, 802)","(3.9090747740730802, 804.5231752820109)","(4.118835034013605, 754.4295442782817)",2.18019048478044,-0.03318748237456193
per,"(314, 802)","(2.2148979020076363, 827.6900729995558)","(1.5943877551020407, 317.6545449592765)",2.7643031426530085,-0.6656074483327585
alway,"(526, 800)","(3.608376714528997, 786.6214815911809)","(4.517431972789115, 1052.2306801776035)",2.2498029075550763,0.16724312271230968
lisa,"(429, 797)","(3.124326179653156, 835.0613586369565)","(0.39859693877551017, 79.41363623981913)",2.4531754516265467,-0.9998525860862785
bill,"(361, 794)","(2.552266456618071, 796.0988488392674)","(1.727253401360544, 754.4295442782817)",2.625272774644642,-0.02760941351998336
central,"(345, 793)","(2.464257268458827, 822.4248689728411)","(1.1957908163265305, 238.24090871945737)",2.670465440774939,-0.8414257408906454
away,"(531, 792)","(3.6303790115688077, 790.8336448125526)","(4.783163265306122, 813.989771458146)",2.2403617498139137,0.014639281293586937
import,"(547, 790)","(3.7843950908474846, 785.568440785838)","(4.118835034013605, 873.5499986380104)",2.210735439364167,0.05594019747344792
10,"(499, 789)","(3.5056993283432125, 797.1518896446104)","(2.790178571428571, 635.309089918553)",2.3023851129913795,-0.1266888841582675
noth,"(547, 789)","(3.813731486900566, 795.0458080339245)","(3.5873724489795915, 675.0159080384626)",2.210735439364167,-0.0886754109217458
actual,"(524, 787)","(3.586374417489186, 783.4623591751521)","(4.650297619047619, 853.6965895780556)",2.253604470772424,0.04479298303449686
past,"(551, 784)","(3.813731486900566, 771.8789103163797)","(4.118835034013605, 1012.5238620576939)",2.2034640021262386,0.15463211602757143
evid,"(407, 782)","(2.8456304171488838, 788.7275632018668)","(2.5244472789115644, 655.1624989785078)",2.505680949004477,-0.10158119984398084
rate,"(312, 779)","(2.2589024960872583, 809.7883793087257)","(0.5314625850340136, 198.53409059954782)",2.7706705630838773,-0.9120226824723329
left,"(509, 772)","(3.5277016253830236, 772.9319511217226)","(3.720238095238095, 754.4295442782817)",2.2825864064873564,-0.012261900161349981
growth,"(308, 771)","(2.2222320010209065, 805.5762160873539)","(0.664328231292517, 119.12045435972868)",2.7835283422781667,-0.9937344767818069
given,"(509, 769)","(3.4763629322901313, 759.2424206522643)","(4.650297619047619, 952.9636348778295)",2.2825864064873564,0.126887696536099
full,"(577, 766)","(4.0557567543384865, 776.0910735377514)","(3.1887755102040813, 575.7488627386887)",2.157446327327807,-0.17224950099981373
month,"(508, 764)","(3.469028833276861, 763.4545838736361)","(4.650297619047619, 774.2829533382364)",2.284548730507947,0.0070915730744478545
abov,"(473, 763)","(3.425024239197239, 797.1518896446104)","(0.7971938775510203, 119.12045435972868)",2.3557749215081647,-0.9932768713103036
whether,"(504, 763)","(3.44702653623705, 758.1893798469214)","(4.517431972789115, 853.6965895780556)",2.2924367619422306,0.06290059021323646
below,"(548, 763)","(3.9897498632190533, 799.2579712552963)","(0.5314625850340136, 79.41363623981913)",2.2089126171314106,-0.9997686228115247
higher,"(402, 761)","(2.896969110241776, 792.9397264232385)","(0.9300595238095237, 158.82727247963825)",2.518008521293117,-0.9637604626595735
top,"(486, 761)","(3.4616947342635904, 781.3562775644662)","(1.8601190476190474, 377.21477213914085)",2.3287237506037406,-0.48971968170030833
futur,"(474, 759)","(3.329680952024725, 765.5606654843219)","(2.657312925170068, 635.309089918553)",2.3536678832233617,-0.10215282831092076
south,"(310, 754)","(2.2148979020076363, 779.2501959537802)","(1.0629251700680271, 277.94772683936696)",2.777078787512646,-0.7171696527005724
intern,"(391, 748)","(2.7282848329365588, 752.9241758202066)","(2.5244472789115644, 655.1624989785078)",2.5456762821179515,-0.07447059655625554
busi,"(431, 745)","(3.0876556845868044, 771.8789103163797)","(1.328656462585034, 238.24090871945737)",2.44853614847835,-0.8075531231946237
economi,"(329, 745)","(2.390916278326124, 781.3562775644662)","(0.39859693877551017, 59.56022717986434)",2.71779755255709,-0.9999890876727106
decemb,"(425, 744)","(2.9629760013612088, 756.0832982362355)","(2.790178571428571, 516.1886355588243)",2.462519130910371,-0.22827712507410847
interest,"(388, 743)","(2.779623526029451, 772.9319511217226)","(1.1957908163265305, 178.68068153959302)",2.5533568114257297,-0.930604896932551
foreign,"(365, 742)","(2.625607446750774, 772.9319511217226)","(0.9300595238095237, 158.82727247963825)",2.614286671290047,-0.9589950415734394
russian,"(250, 740)","(1.8335247533175798, 779.2501959537802)","(0.0, 0.0)",2.9913419252526983,-1.0
among,"(503, 738)","(3.4983652293299423, 742.3937677667772)","(3.454506802721088, 655.1624989785078)",2.2944185303276523,-0.06647406657413868
known,"(526, 737)","(3.6597154076218894, 741.3407269614343)","(3.5873724489795915, 655.1624989785078)",2.2498029075550763,-0.0656739265991948
live,"(472, 735)","(3.1096579816266154, 699.2190947477163)","(6.377551020408163, 1409.5920432567896)",2.357886408779135,0.46836664719581034
polic,"(293, 728)","(1.980206733582986, 723.4390332706041)","(3.055909863945578, 813.989771458146)",2.833273345856288,0.0625019517698826
enough,"(483, 726)","(3.285676357945103, 709.7495028011458)","(4.650297619047619, 1032.3772711176487)",2.334901694470589,0.22344843261469505
come,"(545, 723)","(3.7843950908474846, 723.4390332706041)","(3.8531037414965983, 714.7227261583721)",2.2143910822581296,-0.006097608740869842
doesnt,"(511, 722)","(3.5203675263697534, 722.3859924652612)","(4.118835034013605, 714.7227261583721)",2.278673272947733,-0.005360955103411058
am,"(388, 721)","(2.5889369516844227, 699.2190947477163)","(4.650297619047619, 1131.6443164174225)",2.5533568114257297,0.2997274428787955
truth,"(420, 718)","(2.9116373082683165, 702.3782171637451)","(3.055909863945578, 1012.5238620576939)",2.4743228562483552,0.21726375638741113
follow,"(492, 717)","(3.44702653623705, 726.5981556866329)","(2.9230442176870746, 536.0420446187791)",2.316481198186157,-0.17589517339929028
sever,"(520, 716)","(3.564372120449375, 704.4842987744311)","(4.517431972789115, 933.1102258178747)",2.2612512295010685,0.16085544823883136
nation,"(393, 713)","(2.6549438428038554, 704.4842987744311)","(4.118835034013605, 873.5499986380104)",2.540588507215279,0.11941993028134545
depart,"(369, 709)","(2.6109392487242338, 724.492074075947)","(1.727253401360544, 416.9215902590504)",2.6034199520241272,-0.3529932067154472
im,"(337, 701)","(2.2369001990474473, 683.4234826675721)","(4.2517006802721085, 1032.3772711176487)",2.693851481702397,0.24989269817267212
second,"(452, 700)","(3.1609966747195073, 711.8555844118317)","(2.790178571428571, 476.48181743891473)",2.4010803397431446,-0.2420884021146168
debt,"(222, 694)","(1.5914994858796592, 725.54511488129)","(0.664328231292517, 99.26704529977391)",3.1095730899777507,-0.996366990650372
across,"(494, 691)","(3.45436063525032, 699.2190947477163)","(3.055909863945578, 536.0420446187791)",2.31243342904886,-0.15104089267195087
websit,"(579, 690)","(4.070424952365027, 697.1130131370304)","(3.1887755102040813, 555.8954536787339)",2.1539926889442187,-0.12633938521059718
often,"(447, 687)","(2.98497829840102, 667.627870587428)","(5.314625850340136, 1052.2306801776035)",2.41217676962414,0.2803268973457935
move,"(424, 685)","(2.9703101003744794, 698.1660539423734)","(2.5244472789115644, 436.7749993190052)",2.464868756051493,-0.29060642451273
1,"(411, 684)","(2.882300912215235, 690.7947683049728)","(2.391581632653061, 555.8954536787339)",2.4959271530714657,-0.12074319317246274
though,"(493, 684)","(3.43969243722378, 685.529564278258)","(3.1887755102040813, 655.1624989785078)",2.314455265564533,-0.023171068164398068
got,"(431, 684)","(2.9629760013612088, 678.1582786408575)","(3.5873724489795915, 794.1363623981913)",2.44853614847835,0.08530179359413426
current,"(460, 682)","(3.2343376648522106, 696.0599723316875)","(2.5244472789115644, 416.9215902590504)",2.3835782522035776,-0.32279245785117516
almost,"(486, 677)","(3.4176901401839688, 689.7417274996299)","(2.657312925170068, 436.7749993190052)",2.3287237506037406,-0.2817525404390563
donald,"(428, 677)","(2.9556419023479386, 673.9461154194856)","(3.3216411564625847, 734.576135218327)",2.455503199418758,0.044951042911239636
lot,"(453, 675)","(3.1609966747195073, 684.4765234729151)","(2.9230442176870746, 496.33522649886953)",2.398875753312332,-0.18729318573699338
offic,"(382, 670)","(2.625607446750774, 662.3626665607133)","(3.1887755102040813, 813.989771458146)",2.5688971397096343,0.11396204247035624
2,"(409, 668)","(2.8382963181356136, 664.4687481713992)","(2.9230442176870746, 734.576135218327)",2.500792159018224,0.05270558057611896
