type,words
reliable,"{'the': 1, 'feder': 1, 'debt': 1, 'is': 1, 'grow': 1, 'by': 1, 'more': 1, 'than': 1, '<cur><number>': 1, 'billion': 1, 'a': 1, 'day': 1}"
reliable,"{'under': 1, 'presid': 1, 'barack': 1, 'obama': 1, 'job': 1, 'bill': 1, 'state': 1, 'would': 1, 'no': 1, 'longer': 1, 'have': 1, 'to': 1, 'lay': 1, 'off': 1, 'teacher': 1, 'firefight': 1, 'and': 1, 'polic': 1, 'offic': 1}"
fake,"{'of': 2, 'our': 1, '<number>': 3, 'teacher': 2, 'who': 1, 'are': 2, 'k<number>': 1, 'over': 2, 'those': 1, 'today': 1, 'year': 1, 'old': 1}"
reliable,"{'twothird': 1, 'of': 1, 'wisconsinit': 1, 'receiv': 1, 'unemploy': 1, 'check': 1, 'are': 1, 'not': 1, 'requir': 1, 'to': 2, 'search': 2, 'for': 1, 'work': 2, 'due': 1, 'current': 1, 'exempt': 1}"
reliable,"{'under': 1, 'presid': 1, 'obama': 1, 'healthcar': 1, 'reform': 1, 'the': 1, 'premium': 1, 'for': 2, 'an': 1, 'averag': 1, 'plan': 1, 'a': 1, 'famili': 1, 'didnt': 1, 'go': 1, 'down': 1, 'by': 1, '<cur><number>': 2, 'per': 2, 'year': 2, 'it': 1, 'gone': 1, 'up': 1, 'about': 1}"
reliable,"{'the': 2, 'ir': 2, 'also': 1, 'investig': 1, 'liber': 1, 'group': 2, 'that': 1, 'had': 1, 'progress': 1, 'in': 1, 'their': 1, 'name': 1, 'wa': 1, 'basic': 1, 'look': 1, 'at': 1, 'everybodi': 1}"
fake,"{'say': 1, 'obama': 1, 'promis': 1, 'unemploy': 1, 'would': 1, 'never': 1, 'go': 1, 'abov': 1, '<number>': 1, 'percent': 1}"
reliable,"{'the': 2, 'economi': 1, 'is': 1, 'creat': 1, 'job': 1, 'at': 1, 'fastest': 1, 'pace': 1, 'sinc': 1, '<number>': 1}"
reliable,"{'presid': 1, 'obama': 1, 'decid': 1, 'not': 1, 'to': 1, 'meet': 1, 'with': 1, 'prime': 1, 'minist': 1, 'benjamin': 1, 'netanyahu': 1, 'in': 1, 'new': 1, 'york': 1}"
reliable,"{'in': 1, 'a': 1, 'major': 1, 'of': 1, 'state': 1, 'you': 2, 'can': 2, 'now': 1, 'marri': 1, 'freeli': 1, 'but': 1, 'still': 1, 'be': 1, 'fire': 1, 'for': 1, 'who': 1, 'love': 1}"
fake,"{'say': 1, 'oregon': 1, 'rep': 1, 'peter': 1, 'defazio': 1, 'and': 1, 'earl': 1, 'blumenau': 1, 'are': 2, 'socialist': 1, 'who': 1, 'openli': 1, 'serv': 1, 'in': 1, 'the': 1, 'us': 1, 'congress': 1}"
fake,"{'rudi': 1, 'giuliani': 1, 'is': 1, 'probabl': 1, 'the': 2, 'most': 1, 'underqualifi': 1, 'man': 1, 'sinc': 1, 'georg': 1, 'bush': 1, 'to': 1, 'seek': 1, 'presid': 1}"
fake,"{'about': 1, 'half': 2, 'of': 2, 'the': 1, 'presid': 1, 'have': 1, 'been': 1, 'governor': 1, 'them': 1, 'senat': 1}"
reliable,"{'after': 1, 'britain': 1, 'vote': 1, 'to': 1, 'leav': 1, 'the': 1, 'european': 1, 'union': 1, 'within': 1, '<number>': 1, 'hour': 1, 'american': 1, 'lost': 1, '<cur><number>': 1, 'billion': 1, 'from': 1, 'our': 1, '<number>k': 1}"
reliable,"{'medicaid': 1, 'spend': 1, 'declin': 2, 'by': 1, '<number>': 3, 'percent': 1, 'in': 2, 'the': 1, 'second': 1, 'such': 1, 'year': 1}"
reliable,"{'say': 1, '<number>': 1, 'texa': 1, 'constabl': 1, 'have': 1, 'die': 1, 'in': 1, 'the': 1, 'line': 1, 'of': 1, 'duti': 1}"
reliable,"{'gov': 1, 'rick': 1, 'scott': 1, 'cut': 1, 'the': 1, 'cost': 1, 'of': 1, 'prepaid': 1, 'colleg': 1, 'tuition': 1, 'by': 1, 'nearli': 1, '<cur><number>': 1}"
reliable,"{'the': 1, 'citi': 1, 'of': 1, 'columbu': 1, 'would': 1, 'save': 1, '<cur><number>': 1, 'million': 1, 'a': 1, 'year': 1, 'if': 1, 'employe': 1, 'had': 1, 'to': 2, 'contribut': 1, 'their': 1, 'own': 1, 'guaranteedcheck': 1, 'pension': 1}"
reliable,"{'as': 1, 'florida': 1, 'cfo': 1, 'i': 1, 'shut': 1, 'down': 1, 'krakow': 1, 'scam': 1, 'and': 2, 'refund': 1, 'more': 1, 'than': 1, '<cur><number>': 1, 'million': 1, 'to': 1, 'josephin': 1, 'other': 1, 'victim': 1, 'of': 1, 'thi': 1, 'con': 1, 'man': 1}"
reliable,"{'you': 2, 'had': 1, 'more': 1, 'women': 1, 'get': 1, 'comput': 1, 'scienc': 1, 'degre': 1, 'in': 1, 'the': 1, '00': 1, 'by': 1, 'a': 1, 'factor': 1, 'of': 1, '<number>plu': 1, 'than': 1, 'do': 1, 'now': 1}"
fake,"{'the': 1, 'air': 1, 'forc': 1, 'want': 1, 'taxpay': 1, 'to': 1, 'fund': 1, 'a': 1, 'fantasi': 1, 'footbal': 1, 'leagu': 1}"
fake,"{'barack': 1, 'hussein': 1, 'obama': 1, 'will': 1, 'forc': 1, 'court': 1, 'to': 1, 'accept': 1, 'islam': 1, 'sharia': 1, 'law': 1, 'in': 1, 'domest': 1, 'disput': 1}"
reliable,"{'about': 1, '<number>': 1, 'percent': 1, 'of': 1, 'murder': 1, 'and': 1, 'crime': 1, 'are': 1, 'commit': 1, 'with': 1, 'gun': 2, 'from': 1, 'peopl': 1, 'who': 1, 'actual': 1, 'legal': 1, 'purchas': 1, 'those': 1}"
reliable,"{'some': 1, 'neighborhood': 1, 'school': 1, 'are': 1, 'close': 1}"
reliable,"{'he': 2, 'told': 1, 'gay': 1, 'organ': 1, 'in': 1, 'massachusett': 1, 'would': 1, 'be': 1, 'a': 1, 'stronger': 1, 'advoc': 1, 'for': 1, 'special': 1, 'right': 1, 'than': 1, 'even': 1, 'ted': 1, 'kennedi': 1}"
reliable,"{'the': 3, 'year': 1, 'that': 1, 'i': 1, 'wa': 1, 'speaker': 1, 'florida': 1, 'hous': 1, 'consist': 1, 'offer': 2, 'leaner': 1, 'budget': 1, 'than': 1, 'governor': 1}"
fake,"{'we': 1, 'are': 1, 'alreadi': 1, 'almost': 1, 'halfway': 1, 'to': 1, 'our': 1, '<number>': 2, 'goal': 1, 'of': 1, 'creat': 1, 'new': 1, 'job': 1, 'in': 1, 'seven': 1, 'year': 1}"
reliable,"{'say': 1, 'the': 1, 'us': 1, 'suprem': 1, 'court': 1, 'found': 1, 'that': 1, 'social': 1, 'secur': 1, 'is': 1, 'not': 1, 'guarante': 1}"
fake,"{'saysmichael': 1, 'bennet': 1, 'want': 1, 'to': 2, 'close': 1, 'guantanamo': 1, 'bay': 1, 'prisonand': 1, 'bring': 1, 'terrorist': 1, 'right': 1, 'here': 1, 'colorado': 1}"
reliable,"{'oregonian': 1, 'have': 1, 'an': 1, 'amaz': 1, 'nocost': 1, 'way': 1, 'to': 1, 'fight': 1, 'abort': 1, 'with': 1, 'free': 1, 'polit': 1, 'donat': 1}"
fake,"{'the': 1, 'presid': 1, 'said': 1, 'he': 1, 'go': 1, 'to': 1, 'bring': 1, 'in': 1, '<number>': 1, 'syrian': 1, 'and': 1, 'iraqi': 1, 'refuge': 1, 'into': 1, 'thi': 1, 'countri': 1}"
fake,"{'research': 1, 'show': 1, 'that': 3, 'a': 1, 'vast': 1, 'major': 1, 'of': 2, 'arriv': 1, 'immigr': 1, 'today': 1, 'come': 1, 'here': 1, 'becaus': 1, 'they': 2, 'believ': 1, 'govern': 1, 'is': 1, 'the': 1, 'sourc': 1, 'prosper': 1, 'and': 1, 'what': 1, 'support': 1}"
reliable,"{'newt': 1, 'gingrich': 1, 'immigr': 1, 'plan': 1, 'offer': 1, 'a': 1, 'new': 1, 'doorway': 1, 'to': 1, 'amnesti': 1}"
fake,"{'mr': 1, 'caprio': 1, 'is': 1, 'a': 1, 'career': 1, 'politician': 1, 'who': 1, 'ha': 1, 'never': 1, 'work': 1, 'in': 1, 'the': 1, 'privat': 1, 'sector': 1}"
fake,"{'in': 2, 'rhode': 1, 'island': 1, '<number>': 2, 'percent': 2, 'of': 1, 'worker': 1, 'use': 1, 'the': 2, 'state': 1, 'temporari': 1, 'disabl': 1, 'insur': 1, 'program': 1, 'each': 1, 'year': 1, 'while': 1, 'new': 1, 'jersey': 1, 'rate': 1, 'is': 1, 'onli': 1}"
reliable,"{'in': 1, 'just': 1, '<number>': 1, 'year': 1, 'spend': 1, 'for': 1, 'social': 1, 'secur': 1, 'feder': 1, 'health': 1, 'care': 1, 'and': 1, 'interest': 1, 'on': 1, 'the': 1, 'debt': 1, 'will': 1, 'exceed': 1, 'all': 1, 'tax': 1, 'revenu': 1}"
reliable,"{'presid': 1, 'obama': 1, 'took': 1, 'more': 1, 'money': 1, 'from': 1, 'wall': 1, 'street': 1, 'in': 1, 'the': 1, '<number>': 1, 'campaign': 1, 'than': 1, 'anybodi': 1, 'ever': 1, 'had': 1}"
reliable,"{'donald': 1, 'trump': 1, 'ha': 1, 'said': 1, 'nuclear': 1, 'prolifer': 1, 'is': 1, 'ok': 1}"
reliable,"{'hillari': 1, 'clinton': 1, 'ha': 1, 'taken': 1, 'over': 1, '<cur><number>': 1, 'from': 1, 'lobbyist': 1}"
fake,"{'barack': 1, 'obama': 1, 'ha': 1, 'never': 1, 'even': 1, 'work': 1, 'in': 1, 'busi': 1}"
reliable,"{'say': 1, 'the': 1, 'arizona': 1, 'immigr': 1, 'law': 1, 'expressli': 1, 'ban': 1, 'racial': 1, 'profil': 1}"
fake,"{'say': 1, 'gov': 1, 'rick': 1, 'perri': 1, 'ha': 1, 'been': 1, 'beg': 1, 'for': 1, 'the': 3, 'feder': 1, 'govern': 1, 'to': 2, 'send': 1, 'coast': 1, 'guard': 1, 'patrol': 1, 'two': 1, 'lake': 1, 'on': 1, 'usmexico': 1, 'border': 1}"
fake,"{'on': 1, 'the': 1, 'va': 1, 'over': 1, '<number>': 1, 'veteran': 1, 'have': 1, 'die': 1, 'wait': 1, 'for': 1, 'care': 1}"
reliable,"{'were': 1, 'now': 1, 'spend': 1, '<number>': 1, 'percent': 1, 'of': 1, 'our': 1, 'economi': 1, 'on': 1, 'govern': 1}"
fake,"{'rob': 1, 'cornil': 1, 'support': 1, 'privat': 1, 'medicar': 1}"
fake,"{'in': 2, '<number>': 1, 'dan': 1, 'branch': 1, 'tri': 1, 'to': 1, 'expand': 1, 'thirdtrimest': 1, 'abort': 1, 'texa': 1}"
reliable,"{'we': 1, 'democrat': 1, 'have': 1, 'made': 1, 'steadi': 1, 'progress': 1, 'creat': 1, 'job': 1, 'and': 1, 'improv': 1, 'our': 1, 'school': 1}"
fake,"{'michigan': 1, 'and': 2, 'massachusett': 1, 'rais': 1, 'their': 1, 'bottl': 1, 'deposit': 1, 'could': 1, 'no': 2, 'longer': 1, 'afford': 1, 'the': 2, 'program': 1, 'becaus': 1, 'redempt': 1, 'were': 1, 'so': 1, 'high': 1, 'there': 2, 'wa': 1, 'profit': 1, 'in': 1}"
reliable,"{'whether': 1, 'you': 1, 'like': 1, 'to': 2, 'admit': 1, 'it': 1, 'or': 1, 'not': 1, 'half': 1, 'our': 1, 'gener': 1, 'revenu': 1, 'goe': 1, 'educ': 1}"
fake,"{'im': 1, 'the': 2, 'onli': 1, 'one': 1, 'who': 1, 'fought': 1, 'against': 1, 'develop': 1, 'drain': 1, 'everglad': 1}"
reliable,"{'say': 1, 'ron': 1, 'johnson': 1, 'call': 1, 'social': 1, 'secur': 1, 'a': 1, 'ponzi': 1, 'scheme': 1, 'and': 1, 'want': 1, 'to': 1, 'privat': 1, 'the': 1, 'program': 1}"
reliable,"{'there': 1, 'are': 1, '<number>': 3, 'other': 2, 'state': 1, 'and': 1, 'citi': 1, 'that': 2, 'have': 1, 'the': 1, 'same': 1, 'type': 1, 'of': 1, 'polici': 1, 'we': 1, 'just': 1, 'pass': 1, 'refer': 1, 'to': 1, 'north': 1, 'carolina': 1, 'hous': 1, 'bill': 1}"
fake,"{'climat': 1, 'chang': 1, 'is': 1, 'directli': 1, 'relat': 1, 'to': 1, 'the': 1, 'growth': 1, 'of': 1, 'terror': 1}"
fake,"{'the': 1, 'job': 1, 'bill': 1, 'includ': 1, 'presid': 1, 'obama': 1, 'tax': 1, 'on': 1, 'soup': 1, 'kitchen': 1}"
fake,"{'say': 1, 'the': 1, 'obama': 1, 'administr': 1, 'spent': 1, 'taxpay': 1, 'dollar': 1, 'on': 1, 'electr': 1, 'car': 1, 'in': 2, 'finland': 1, 'and': 1, 'windmil': 1, 'china': 1}"
reliable,"{'while': 1, 'sarah': 2, 'wa': 1, 'mayor': 1, 'of': 1, 'wasilla': 1, 'she': 1, 'tri': 1, 'to': 2, 'fire': 1, 'our': 1, 'highli': 1, 'respect': 1, 'citi': 1, 'librarian': 2, 'becaus': 1, 'the': 2, 'refus': 1, 'consid': 1, 'remov': 2, 'from': 1, 'librari': 1, 'some': 1, 'book': 1, 'that': 1, 'want': 1}"
reliable,"{'if': 1, 'milwauke': 1, 'approv': 1, 'reduc': 1, 'it': 1, 'maximum': 1, 'forfeitur': 2, 'for': 1, 'marijuana': 1, 'possess': 1, 'to': 1, '<cur><number>': 1, 'the': 1, 'citi': 1, 'would': 1, 'have': 2, '<number>': 1, 'differ': 1, 'bicycl': 1, 'violat': 1, 'that': 1, 'a': 1, 'higher': 1}"
fake,"{'we': 2, 'have': 1, 'more': 1, 'illeg': 1, 'immigr': 1, 'here': 1, 'than': 1, 'did': 1, 'five': 1, 'year': 1, 'ago': 1}"
fake,"{'say': 1, 'rick': 1, 'perri': 1, 'wrote': 1, 'a': 1, 'letter': 1, 'support': 1, 'hillarycar': 1}"
fake,"{'the': 2, 'us': 1, 'patent': 1, 'and': 1, 'trademark': 1, 'offic': 1, 'receiv': 1, 'zero': 1, 'complaint': 1, 'about': 1, 'washington': 1, 'redskin': 1, 'name': 1}"
fake,"{'the': 1, 'presid': 1, 'health': 1, 'care': 1, 'propos': 1, 'will': 1, 'caus': 1, 'most': 1, 'american': 1, 'to': 1, 'have': 1, 'their': 2, 'premium': 1, 'increas': 1, 'not': 1, 'decreas': 1, 'and': 1, 'hundr': 1, 'of': 2, 'million': 1, 'peopl': 1, 'lose': 1, 'current': 1, 'insur': 1, 'coverag': 1}"
reliable,"{'mexican': 1, 'immigr': 1, 'are': 1, 'more': 1, 'lawabid': 1, 'than': 1, 'us': 1, 'citizen': 1, 'and': 1, 'that': 1, 'is': 1, 'a': 1, 'statist': 1}"
reliable,"{'say': 1, 'chri': 1, 'christi': 1, 'veto': 1, 'a': 1, 'job': 1, 'packag': 1, 'of': 1, '<number>': 1, 'bill': 1}"
reliable,"{'there': 1, 'are': 1, 'alreadi': 1, 'more': 1, 'american': 1, 'job': 1, 'in': 2, 'the': 1, 'solar': 1, 'industri': 1, 'than': 1, 'coal': 1, 'mine': 1}"
reliable,"{'say': 1, 'illinoi': 1, 'gubernatori': 1, 'candid': 1, 'bill': 2, 'bradi': 1, 'first': 1, 'prioriti': 1, 'after': 1, 'win': 1, 'the': 1, 'primari': 1, 'wa': 1, 'to': 1, 'sponsor': 1, 'a': 1, 'that': 1, 'would': 1, 'masseuthan': 1, 'shelter': 1, 'dog': 1, 'and': 1, 'cat': 1, 'in': 1, 'ga': 1, 'chamber': 1}"
reliable,"{'barack': 1, 'obama': 1, 'is': 1, 'in': 1, 'an': 1, 'economi': 1, 'that': 1, 'onli': 1, 'worsen': 1, 'sinc': 1, 'he': 1, 'been': 1, 'presid': 1, 'of': 1, 'the': 1, 'unit': 1, 'state': 1}"
reliable,"{'romney': 1, 'fail': 1, 'to': 1, 'take': 1, 'action': 1, 'against': 1, 'sanctuari': 1, 'citi': 1, 'in': 1, 'massachusett': 1}"
reliable,"{'say': 1, 'new': 2, 'jersey': 2, 'is': 1, 'down': 1, 'nearli': 1, '<number>': 2, 'job': 1, 'from': 1, 'it': 2, 'prerecess': 1, 'peak': 1, 'and': 1, 'with': 1, 'gov': 1, 'chri': 1, 'christi': 1, 'ha': 1, 'trail': 1, 'the': 1, 'rest': 1, 'of': 1, 'america': 1, 'when': 1, 'come': 1, 'to': 1, 'unemploy': 1, 'for': 1, 'consecut': 1, 'month': 1}"
fake,"{'say': 1, 'thoma': 1, 'eric': 1, 'duncan': 1, 'came': 1, 'into': 1, 'the': 1, 'unit': 1, 'state': 1, 'with': 1, 'an': 1, 'elev': 1, 'temperatur': 1}"
reliable,"{'we': 2, 'have': 2, 'been': 2, 'in': 3, 'afghanistan': 1, 'longer': 1, 'now': 1, 'than': 1, 'ani': 1, 'foreign': 1, 'land': 1, 'conduct': 1, 'a': 1, 'war': 1, 'our': 1, 'nation': 1, 'histori': 1}"
reliable,"{'ga': 1, 'price': 1, 'have': 1, 'gone': 1, 'up': 1, '<cur><number>': 1, 'sinc': 1, 'obama': 1, 'took': 1, 'offic': 1}"
reliable,"{'webster': 1, 'sponsor': 1, 'a': 2, 'bill': 1, 'to': 1, 'creat': 1, 'form': 1, 'of': 1, 'marriag': 1, 'that': 1, 'would': 1, 'trap': 1, 'women': 1, 'in': 1, 'abus': 1, 'relationship': 1}"
reliable,"{'say': 1, 'judg': 1, 'get': 1, 'better': 1, 'benefit': 1, 'at': 1, 'a': 1, 'lower': 1, 'cost': 1, 'than': 1, 'everybodi': 1, 'els': 1, 'in': 1, 'the': 1, 'state': 1}"
reliable,"{'there': 1, 'are': 1, 'a': 1, 'lot': 1, 'of': 1, 'casino': 1, 'across': 1, 'the': 1, 'countri': 1, 'that': 1, 'have': 1, 'gone': 1, 'bankrupt': 1}"
reliable,"{'small': 1, 'busi': 1, 'creat': 1, '<number>': 1, 'percent': 1, 'of': 1, 'the': 1, 'job': 1, 'in': 1, 'america': 1}"
reliable,"{'senior': 1, 'with': 1, 'coverag': 1, 'under': 1, 'medicar': 1, 'advantag': 1, 'will': 1, 'give': 1, 'up': 1, 'more': 1, 'than': 1, 'their': 1, 'share': 1, 'becaus': 1, 'of': 1, 'health': 1, 'care': 1, 'reform': 1}"
reliable,"{'over': 1, '<number>': 1, 'school': 1, 'kid': 1, 'were': 1, 'arrest': 1, 'in': 2, 'florida': 2, 'it': 1, 'make': 1, 'the': 1, 'nation': 1, 'leader': 1, 'that': 1, 'area': 1}"
reliable,"{'if': 1, 'texa': 1, 'were': 1, 'a': 1, 'countri': 1, 'our': 1, 'economi': 1, 'would': 1, 'rank': 1, '<number>in': 1, 'the': 1, 'world': 1}"
fake,"{'there': 1, 'are': 1, 'more': 1, 'oil': 1, 'rig': 1, 'in': 2, 'oper': 1, 'the': 3, 'unit': 1, 'state': 1, 'than': 1, 'rest': 1, 'of': 1, 'world': 1, 'combin': 1}"
reliable,"{'payday': 1, 'lender': 1, 'profit': 1, 'from': 1, 'the': 1, 'poor': 1, 'by': 1, 'charg': 1, '<number>plu': 1, 'percent': 1, 'interest': 1}"
reliable,"{'the': 2, 'social': 1, 'secur': 1, 'trust': 1, 'fund': 1, 'is': 1, 'sound': 1, 'without': 1, 'anyth': 1, 'be': 1, 'done': 1, 'it': 1, 'would': 1, 'function': 1, 'well': 1, 'into': 1, '<number>': 2, 'and': 1, 'even': 1, 'after': 1, 'that': 2, 'time': 1, 'with': 1, 'no': 1, 'chang': 1, 'we': 1, 'could': 1, 'pay': 1, 'percent': 1, 'of': 1, 'benefit': 1, 'peopl': 1, 'have': 1, 'earn': 1}"
reliable,"{'it': 1, 'is': 1, 'a': 1, 'commit': 1, 'voter': 1, 'take': 1, 'veri': 1, 'serious': 1, 'the': 1, 'onli': 1, 'incumb': 1, 'in': 1, 'ohio': 1, 'to': 1, 'break': 1, 'hi': 1, 'pledg': 1, 'and': 1, 'vote': 1, 'for': 1, 'ted': 1, 'strickland': 1, 'incom': 1, 'tax': 1, 'hike': 1, 'wa': 1, 'defeat': 1, 'soundli': 1, 'on': 1, 'tuesday': 1}"
fake,"{'the': 3, 'obama': 1, 'administr': 1, 'shut': 1, 'down': 1, 'amber': 1, 'alert': 1, 'program': 1, 'becaus': 1, 'of': 1, 'govern': 1, 'shutdown': 1}"
reliable,"{'the': 2, 'republican': 1, 'have': 1, '<number>': 1, 'percent': 1, 'of': 1, 'muslim': 1, 'vote': 1}"
reliable,"{'we': 1, 'see': 1, 'america': 2, 'prison': 1, 'popul': 1, 'explod': 1, 'with': 1, 'have': 1, 'a': 1, 'greater': 1, 'percentag': 1, 'of': 1, 'it': 1, 'peopl': 1, 'behind': 1, 'bar': 1, 'than': 1, 'ani': 1, 'other': 1, 'nation': 1, 'in': 1, 'the': 1, 'world': 1}"
fake,"{'say': 1, 'that': 2, 'in': 2, 'a': 1, 'hear': 1, 'rep': 1, 'gabriel': 1, 'gifford': 1, 'suggest': 1, 'to': 2, 'gen': 1, 'david': 1, 'petraeu': 1, 'the': 2, 'armi': 1, 'put': 1, 'more': 1, 'emphasi': 1, 'on': 1, 'less': 1, 'environment': 1, 'damag': 1, 'method': 1, 'like': 1, 'stab': 1, 'or': 1, 'club': 1, 'enemi': 1, 'forc': 1, 'order': 1, 'minim': 1, 'carbon': 1, 'output': 1}"
reliable,"{'everi': 1, 'singl': 1, 'one': 1, 'of': 1, 'the': 2, '<number>': 3, 'republican': 1, 'senat': 1, 'who': 1, 'just': 1, 'block': 1, 'a': 2, 'rais': 1, 'in': 1, 'minimum': 1, 'wage': 1, 'will': 1, 'receiv': 1, '<cur><number>': 1, 'costofliv': 1, 'adjust': 1, 'on': 1, 'januari': 1}"
reliable,"{'in': 1, 'texa': 1, 'the': 1, 'no': 1, '<number>': 1, 'name': 1, 'for': 1, 'new': 1, 'male': 1, 'babi': 1, 'mani': 1, 'of': 1, 'whom': 1, 'will': 1, 'vote': 1, 'one': 1, 'day': 1, 'is': 1, 'jose': 1}"
reliable,"{'marco': 1, 'rubio': 1, 'vote': 1, 'against': 1, 'author': 1, 'presid': 1, 'obama': 1, 'to': 1, 'strike': 1, 'syria': 1, 'after': 1, 'assad': 1, 'use': 1, 'chemic': 1, 'weapon': 1, 'on': 1, 'hi': 1, 'own': 1, 'peopl': 1}"
fake,"{'under': 1, 'the': 1, 'cash': 1, 'for': 1, 'clunker': 1, 'program': 1, 'all': 2, 'weve': 1, 'got': 2, 'to': 5, 'do': 2, 'is': 2, 'go': 2, 'a': 1, 'local': 1, 'junkyard': 1, 'youv': 1, 'tow': 1, 'it': 1, 'your': 2, 'hous': 1, 'and': 1, 'get': 1, '<cur><number>': 1}"
fake,"{'not': 1, 'one': 1, 'republican': 1, 'ha': 1, 'the': 1, 'gut': 1, 'to': 1, 'recogn': 1, 'that': 1, 'climat': 1, 'chang': 1, 'is': 1, 'real': 1}"
reliable,"{'while': 1, 'our': 1, 'peopl': 1, 'work': 1, 'longer': 1, 'hour': 1, 'for': 1, 'lower': 1, 'wage': 1, 'almost': 1, 'all': 1, 'new': 1, 'incom': 1, 'goe': 1, 'to': 1, 'the': 1, 'top': 1, '<number>': 1, 'percent': 1}"
fake,"{'david': 1, 'dewhurst': 1, 'ha': 1, 'a': 1, 'record': 1, 'of': 1, 'promot': 1, 'an': 1, 'incom': 1, 'tax': 1}"
reliable,"{'point': 1, 'pleasant': 1, 'beach': 2, 'doe': 1, 'not': 1, 'own': 2, 'it': 1, 'they': 1, 'are': 1, 'privat': 1, 'and': 1, 'oper': 1, 'by': 1, 'busi': 1, 'such': 1, 'as': 1, 'jenkinson': 1}"
fake,"{'in': 2, 'the': 2, 'past': 1, 'year': 1, 'more': 1, 'than': 1, '<number>': 1, 'percent': 1, 'of': 1, 'american': 1, 'have': 1, 'chang': 1, 'their': 1, 'mind': 1, 'about': 1, 'war': 1, 'afghanistan': 1, 'they': 1, 'conclud': 1, 'we': 1, 'shouldnt': 1, 'be': 1, 'there': 1}"
fake,"{'in': 1, 'the': 2, 'last': 1, 'five': 1, 'year': 1, '<number>': 1, 'peopl': 1, 'have': 1, 'been': 1, 'kill': 1, 'along': 1, 'usmexico': 1, 'border': 1}"
fake,"{'the': 4, 'state': 1, 'of': 3, 'ohio': 1, 'ha': 1, 'one': 1, 'lowest': 1, 'unemploy': 1, 'rate': 1, 'in': 2, 'nation': 1, 'right': 1, 'now': 1, 'and': 1, 'is': 1, 'lead': 1, 'pack': 1, 'term': 1, 'job': 1, 'creation': 1}"
fake,"{'say': 1, 'obama': 1, 'health': 1, 'reform': 1, 'law': 1, 'deni': 1, 'million': 1, 'access': 1, 'to': 1, 'afford': 1, 'insur': 1}"
fake,"{'say': 1, 'hb0': 1, 'hasnt': 1, 'move': 1, 'the': 1, 'needl': 1, 'one': 1, 'iota': 1, 'on': 1, 'north': 1, 'carolina': 1, 'economi': 1}"
fake,"{'close': 1, 'to': 1, '<number>': 1, 'of': 2, 'our': 1, 'feder': 1, 'prison': 1, 'popul': 1, 'consist': 1, 'illeg': 1, 'immigr': 1}"
fake,"{'say': 1, 'rick': 1, 'scott': 1, 'call': 1, 'educ': 1, 'not': 1, 'a': 1, 'core': 1, 'function': 1, 'of': 1, 'the': 1, 'state': 1}"
fake,"{'the': 1, 'famili': 1, 'research': 1, 'council': 1, 'accord': 1, 'to': 1, 'some': 1, 'govern': 1, 'agenc': 1, 'is': 1, 'a': 1, 'terrorist': 1, 'group': 1}"
reliable,"{'say': 1, 'rep': 1, 'jim': 1, 'weidner': 1, 'propos': 1, 'a': 1, 'bill': 1, 'take': 1, 'away': 1, 'health': 1, 'care': 1, 'for': 1, '<number>': 1, 'of': 1, 'oregon': 1, 'children': 1}"
reliable,"{'say': 1, 'that': 1, 'in': 2, 'the': 2, '<number>': 1, 'elect': 1, 'former': 1, 'gov': 1, 'tom': 1, 'kean': 1, 'had': 1, 'largest': 1, 'win': 1, 'margin': 1, 'for': 1, 'a': 1, 'gubernatori': 1, 'candid': 1, 'jersey': 1, 'histori': 1}"
fake,"{'obamacar': 1, 'is': 1, 'the': 1, 'biggest': 1, 'tax': 1, 'increas': 1, 'in': 1, 'american': 1, 'histori': 1}"
reliable,"{'you': 1, 'said': 1, 'that': 1, 'barack': 1, 'obama': 1, 'wa': 1, 'not': 1, 'readi': 1, 'to': 1, 'be': 1, 'command': 1, 'in': 1, 'chief': 1}"
reliable,"{'the': 1, 'median': 1, 'male': 1, 'worker': 1, 'in': 1, 'thi': 1, 'countri': 1, 'ha': 1, 'not': 1, 'seen': 1, 'a': 1, 'rais': 1, 'inflat': 1, 'adjust': 1, 'for': 1, '<number>': 1, 'year': 1, 'basic': 1}"
fake,"{'milwauke': 1, 'mayor': 1, 'tom': 1, 'barrett': 1, 'ha': 1, 'held': 1, 'the': 1, 'line': 1, 'on': 1, 'properti': 1, 'tax': 1}"
reliable,"{'im': 1, 'the': 3, 'onli': 1, 'member': 1, 'of': 4, 'hous': 1, 'repres': 1, 'who': 1, 'rais': 1, 'most': 1, 'hi': 1, 'campaign': 1, 'fund': 1, 'in': 1, 'last': 1, 'elect': 1, 'from': 1, 'small': 1, 'contribut': 1, 'less': 1, 'than': 1, '<cur><number>': 1}"
reliable,"{'unlik': 1, 'the': 2, 'gridlock': 1, 'in': 1, 'washington': 1, 'more': 1, 'than': 1, '<number>': 1, 'percent': 1, 'of': 1, 'bill': 1, 'we': 1, 'pass': 1, 'dure': 1, 'thi': 1, 'gener': 1, 'assembl': 1, 'had': 1, 'bipartisan': 1, 'support': 1}"
fake,"{'josh': 1, 'mandel': 1, 'is': 1, 'lie': 1, 'about': 1, 'hi': 1, 'own': 1, 'record': 1, 'the': 1, 'rate': 1, 'of': 1, 'ohio': 1, 'invest': 1, 'fund': 1, 'ha': 1, 'not': 1, 'improv': 1}"
